sector,sector_id,year,sexo,salario_bruto_anual,muestra_pequena
Q Actividades sanitarias y de servicios sociales,Q,2017,Hombres,33735.05,False
Q Actividades sanitarias y de servicios sociales,Q,2016,Ambos sexos,25955.32,False
Q Actividades sanitarias y de servicios sociales,Q,2016,Mujeres,23655.12,False
Q Actividades sanitarias y de servicios sociales,Q,2016,Hombres,33723.1,False
Q Actividades sanitarias y de servicios sociales,Q,2015,Ambos sexos,25823.88,False
Q Actividades sanitarias y de servicios sociales,Q,2015,Mujeres,23889.48,False
Q Actividades sanitarias y de servicios sociales,Q,2015,Hombres,32830.89,False
Q Actividades sanitarias y de servicios sociales,Q,2014,Ambos sexos,24826.42,False
Q Actividades sanitarias y de servicios sociales,Q,2014,Mujeres,22864.48,False
Q Actividades sanitarias y de servicios sociales,Q,2014,Hombres,30865.19,False
Q Actividades sanitarias y de servicios sociales,Q,2013,Ambos sexos,24804.42,False
Q Actividades sanitarias y de servicios sociales,Q,2013,Mujeres,22691.89,False
Q Actividades sanitarias y de servicios sociales,Q,2013,Hombres,32175.94,False
Q Actividades sanitarias y de servicios sociales,Q,2012,Ambos sexos,25103.59,False
Q Actividades sanitarias y de servicios sociales,Q,2012,Mujeres,22843.58,False
Q Actividades sanitarias y de servicios sociales,Q,2012,Hombres,32786.85,False
Q Actividades sanitarias y de servicios sociales,Q,2011,Ambos sexos,26058.28,False
Q Actividades sanitarias y de servicios sociales,Q,2011,Mujeres,23893.28,False
Q Actividades sanitarias y de servicios sociales,Q,2011,Hombres,33198.3,False
Q Actividades sanitarias y de servicios sociales,Q,2010,Ambos sexos,26331.24,False
Q Actividades sanitarias y de servicios sociales,Q,2010,Mujeres,24173.67,False
Q Actividades sanitarias y de servicios sociales,Q,2010,Hombres,33556.49,False
Q Actividades sanitarias y de servicios sociales,Q,2009,Ambos sexos,25622.97,False
Q Actividades sanitarias y de servicios sociales,Q,2009,Mujeres,23850.5,False
Q Actividades sanitarias y de servicios sociales,Q,2009,Hombres,31757.12,False
Q Actividades sanitarias y de servicios sociales,Q,2008,Ambos sexos,24837.68,False
Q Actividades sanitarias y de servicios sociales,Q,2008,Mujeres,23088.89,False
Q Actividades sanitarias y de servicios sociales,Q,2008,Hombres,30503.04,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2024,Ambos sexos,20383.16,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2024,Mujeres,18551.36,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2024,Hombres,21884.96,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2023,Ambos sexos,20634.29,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2023,Mujeres,18846.49,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2023,Hombres,21941.85,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2022,Ambos sexos,19360.67,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2022,Mujeres,17268.37,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2022,Hombres,20892.08,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2021,Ambos sexos,18380.69,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2021,Mujeres,16753.59,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2021,Hombres,19600.5,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2020,Ambos sexos,18638.95,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2020,Mujeres,16822.41,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2020,Hombres,19934.49,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2019,Ambos sexos,18088.1,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2019,Mujeres,16253.15,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2019,Hombres,19402.36,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2018,Ambos sexos,18517.55,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2018,Mujeres,16365.6,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2018,Hombres,20139.56,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2017,Ambos sexos,17703.25,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2017,Mujeres,15526.43,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2017,Hombres,19406.65,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2016,Ambos sexos,17525.18,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2016,Mujeres,15209.43,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2016,Hombres,19367.34,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2015,Ambos sexos,17375.02,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2015,Mujeres,14741.49,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2015,Hombres,19571.39,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2014,Ambos sexos,16912.45,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2014,Mujeres,13824.19,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2014,Hombres,19512.34,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2013,Ambos sexos,18101.83,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2013,Mujeres,15960.79,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2013,Hombres,19938.5,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2012,Ambos sexos,17222.25,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2012,Mujeres,14784.54,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2012,Hombres,19139.23,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2011,Ambos sexos,18106.28,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2011,Mujeres,15840.54,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2011,Hombres,19872.84,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2010,Ambos sexos,18044.67,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2010,Mujeres,15131.16,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2010,Hombres,20345.08,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2009,Ambos sexos,16857.96,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2009,Mujeres,15058.31,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2009,Hombres,18371.52,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2008,Ambos sexos,16763.31,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2008,Mujeres,14538.66,False
"R Actividades artisticas, recreativas y de entretenimiento",R,2008,Hombres,18667.22,False
S Otros servicios,S,2024,Ambos sexos,20951.43,False
S Otros servicios,S,2024,Mujeres,18913.05,False
S Otros servicios,S,2024,Hombres,24903.68,False
S Otros servicios,S,2023,Ambos sexos,19751.59,False
S Otros servicios,S,2023,Mujeres,17807.08,False
S Otros servicios,S,2023,Hombres,23507.51,False
S Otros servicios,S,2022,Ambos sexos,18269.96,False
S Otros servicios,S,2022,Mujeres,16590.01,False
S Otros servicios,S,2022,Hombres,22151.54,False
S Otros servicios,S,2021,Ambos sexos,18220.77,False
S Otros servicios,S,2021,Mujeres,16367.77,False
S Otros servicios,S,2021,Hombres,21823.47,False
S Otros servicios,S,2020,Ambos sexos,17468.15,False
S Otros servicios,S,2020,Mujeres,15319.56,False
S Otros servicios,S,2020,Hombres,21780.54,False
S Otros servicios,S,2019,Ambos sexos,17066.82,False
S Otros servicios,S,2019,Mujeres,14952.83,False
S Otros servicios,S,2019,Hombres,21425.62,False
S Otros servicios,S,2018,Ambos sexos,16374.23,False
S Otros servicios,S,2018,Mujeres,14266.89,False
S Otros servicios,S,2018,Hombres,20798.04,False
S Otros servicios,S,2017,Ambos sexos,16202.92,False
S Otros servicios,S,2017,Mujeres,14000.99,False
S Otros servicios,S,2017,Hombres,20752.34,False
S Otros servicios,S,2016,Ambos sexos,15782.15,False
S Otros servicios,S,2016,Mujeres,13687.57,False
S Otros servicios,S,2016,Hombres,20195.94,False
S Otros servicios,S,2015,Ambos sexos,16033.97,False
S Otros servicios,S,2015,Mujeres,13772.86,False
S Otros servicios,S,2015,Hombres,20781.89,False
S Otros servicios,S,2014,Ambos sexos,16225.41,False
S Otros servicios,S,2014,Mujeres,13960.86,False
S Otros servicios,S,2014,Hombres,21003.6,False
S Otros servicios,S,2013,Ambos sexos,16734.95,False
S Otros servicios,S,2013,Mujeres,14190.29,False
S Otros servicios,S,2013,Hombres,21893.63,False
S Otros servicios,S,2012,Ambos sexos,16918.36,False
S Otros servicios,S,2012,Mujeres,14254.29,False
S Otros servicios,S,2012,Hombres,22308.37,False
S Otros servicios,S,2011,Ambos sexos,17035.17,False
S Otros servicios,S,2011,Mujeres,14315.37,False
S Otros servicios,S,2011,Hombres,22304.83,False
S Otros servicios,S,2010,Ambos sexos,16544.57,False
S Otros servicios,S,2010,Mujeres,14040.56,False
S Otros servicios,S,2010,Hombres,21759.21,False
S Otros servicios,S,2009,Ambos sexos,15868.73,False
S Otros servicios,S,2009,Mujeres,13721.92,False
S Otros servicios,S,2009,Hombres,20085.94,False
S Otros servicios,S,2008,Ambos sexos,15412.44,False
S Otros servicios,S,2008,Mujeres,13066.14,False
S Otros servicios,S,2008,Hombres,19826.09,False
