Title,Experience Level,Remote Status,Normalized Salary,Views,Applies,Location,Company Name,Formatted Work Type,Formatted Experience Level,Max Salary,Med Salary,Min Salary,Pay Period,Currency,Zip Code,Fips,City,Original Listed Time
senior cloud data engineer,Unknown,Unknown,,1.0,,new york city metropolitan area,khyathi informatics llc,Full-time,,,,,,,,,new york city metropolitan area,1713472260000.0
senior data engineer,Mid-Senior,Remote,177500.0,13.0,2.0,united states,"tsr consulting services, inc.",Full-time,Mid-Senior level,180000.0,,175000.0,YEARLY,USD,,,united states,1713472279000.0
machine learning engineer,Unknown,Unknown,127500.0,4.0,,"louisville, co",boulder imaging,Full-time,,135000.0,,120000.0,YEARLY,USD,80027.0,8013.0,louisville,1713474129000.0
senior data engineer,Mid-Senior,Remote,116150.0,8.0,,united states,oracle,Full-time,Mid-Senior level,158200.0,,74100.0,YEARLY,USD,,,united states,1713398400000.0
junior business data analyst,Entry Level,Unknown,,8.0,,"mechanicsburg, pa",dhl supply chain,Full-time,Entry level,,,,,,17050.0,,mechanicsburg,1713473882000.0
business intelligence consultant,Unknown,Unknown,,4.0,,"middletown, ny",avenues international inc.,Contract,,,,,,,10940.0,36071.0,middletown,1713474101000.0
data engineer with palantir foundry (must),Unknown,Unknown,,41.0,14.0,"houston, tx",ace technologies,Contract,,,,,,,77002.0,48201.0,houston,1713475634000.0
business intelligence developer,Mid-Senior,Unknown,114300.0,5.0,2.0,"san diego, ca",insight global,Full-time,Mid-Senior level,135000.0,,93600.0,YEARLY,USD,92101.0,6073.0,san diego,1713472631000.0
data scientist,Entry Level,Unknown,,6.0,,"manhattan, ny","v-soft consulting group, inc.",Contract,Entry level,,,,,,,,manhattan,1713472565000.0
business intelligence consultant,Associate,Remote,102500.0,17.0,4.0,united states,insight global,Contract,Associate,125000.0,,80000.0,YEARLY,USD,,,united states,1713473723000.0
lead data scientist,Mid-Senior,Unknown,,5.0,1.0,"columbus, oh",smart it frame llc,Contract,Mid-Senior level,,,,,,43085.0,39049.0,columbus,1713473172000.0
data analyst,Associate,Remote,90000.0,9.0,2.0,united states,emeritus,Full-time,Associate,100000.0,,80000.0,YEARLY,USD,,,united states,1713474544000.0
product data analyst,Entry Level,Unknown,,5.0,,"centreville, va",carfax,Full-time,Entry level,,,,,,20120.0,,centreville,1713474884000.0
senior clinical data manager,Mid-Senior,Remote,,4.0,,united states,piper companies,Full-time,Mid-Senior level,,,,,,,,united states,1713474886000.0
data scientist,Mid-Senior,Unknown,,15.0,4.0,"durham, nc",pricesenz,Contract,Mid-Senior level,,,,,,27701.0,37063.0,durham,1713475224000.0
business intelligence developer,Unknown,Unknown,,6.0,,"atlanta, ga",qualibar,Full-time,,,,,,,30303.0,13121.0,atlanta,1713475158000.0
senior data scientist,Mid-Senior,Unknown,145000.0,3.0,,"orlando, fl",insight global,Full-time,Mid-Senior level,160000.0,,130000.0,YEARLY,USD,32801.0,12095.0,orlando,1713474804000.0
data engineer-sql/ python/ data analysis,Entry Level,Unknown,117500.0,24.0,11.0,"phoenix, az",american express,Full-time,Entry level,150000.0,,85000.0,YEARLY,USD,85003.0,4013.0,phoenix,1713475501000.0
"000198 - w2 only - data engineer (python, react, hadoop & cloud)",Mid-Senior,Unknown,140400.0,18.0,5.0,"plano, tx",new millenium consulting,Contract,Mid-Senior level,70.0,,65.0,HOURLY,USD,75023.0,48085.0,plano,1713475597000.0
"nmc_000198 - w2 - data engineer (react, python, hadoop, cloud))",Mid-Senior,Unknown,140400.0,15.0,4.0,"ridgefield park, nj",new millenium consulting,Contract,Mid-Senior level,70.0,,65.0,HOURLY,USD,7660.0,34003.0,ridgefield park,1713475737000.0
sr analyst- digital product analytics,Mid-Senior,Unknown,,4.0,,"memphis, tn",st. jude children's research hospital - alsac,Full-time,Mid-Senior level,,,,,,38103.0,47157.0,memphis,1713475917000.0
data analyst (entry level),Unknown,Unknown,,3.0,1.0,"trenton, nj",select source international,Contract,,,,,,,8608.0,34021.0,trenton,1713476995000.0
senior data engineer,Mid-Senior,Remote,,49.0,19.0,united states,mindsource,Contract,Mid-Senior level,,,,,,,,united states,1713475523000.0
analytics engineer,Mid-Senior,Unknown,145600.0,34.0,11.0,"atlanta, ga",optomi,Contract,Mid-Senior level,75.0,,65.0,HOURLY,USD,30303.0,13121.0,atlanta,1713475904000.0
contract business systems data analyst (treasury focus),Mid-Senior,Remote,150800.0,29.0,6.0,"raleigh, nc",vaco,Contract,Mid-Senior level,75.0,,70.0,HOURLY,USD,27601.0,37183.0,raleigh,1713475866000.0
analyst ii - digital product analytics,Mid-Senior,Unknown,,5.0,,"baton rouge, la",st. jude children's research hospital - alsac,Full-time,Mid-Senior level,,,,,,70801.0,22033.0,baton rouge,1713475917000.0
senior business intelligence developer,Mid-Senior,Unknown,109200.0,29.0,6.0,new york city metropolitan area,parin technologies,Contract,Mid-Senior level,55.0,,50.0,HOURLY,USD,,,new york city metropolitan area,1713476460000.0
senior data engineer,Mid-Senior,Unknown,130000.0,24.0,10.0,"sunnyvale, ca",drishticon,Contract,Mid-Senior level,65.0,,60.0,HOURLY,USD,94085.0,,sunnyvale,1713475799000.0
senior data scientist,Unknown,Remote,,1.0,,united states,valid systems,Full-time,,,,,,,,,united states,1713476965000.0
machine learning engineer,Unknown,Remote,,8.0,3.0,"california, united states",eduphoria.ai,Full-time,,,,,,,,,california,1713477645000.0
credit risk analytics manager,Unknown,Remote,183450.0,5.0,,"delaware, united states",paypal,Full-time,,259600.0,,107300.0,YEARLY,USD,,,delaware,1713479546000.0
machine learning engineer - renderwolf.ai,Entry Level,Remote,,3.0,,united states,unusual ventures,Full-time,Entry level,,,,,,,,united states,1713477800000.0
data engineer,Unknown,Unknown,,12.0,9.0,"piscataway, nj",infoobjects inc.,Contract,,,,,,,8854.0,34023.0,piscataway,1713478516000.0
"(w2 only, c2h)  senior aws data engineer, python",Mid-Senior,Remote,156000.0,8.0,3.0,united states,eliassen group,Contract,Mid-Senior level,80.0,,70.0,HOURLY,USD,,,united states,1713480768000.0
sr data scientist,Unknown,Unknown,,6.0,1.0,"marlborough, ma",bj's wholesale club,Full-time,,,,,,,1752.0,25017.0,marlborough,1713476884000.0
"vp, ai engineering (sw-hw)",Executive,Unknown,,3.0,1.0,san francisco bay area,sbt,Full-time,Executive,,,,,,,,san francisco bay area,1713479174000.0
data engineer,Unknown,Unknown,,4.0,1.0,"houston, tx",ace technologies,Contract,,,,,,,77002.0,48201.0,houston,1713480910000.0
data architect,Director,Unknown,72.5,3.0,1.0,"denver, co",ehub global inc,Contract,Director,75.0,,70.0,YEARLY,USD,80202.0,8031.0,denver,1713479971000.0
cloud data engineer,Unknown,Unknown,,4.0,1.0,new york city metropolitan area,"1st-recruit llc, an e-verified company",Contract,,,,,,,,,new york city metropolitan area,1713479430000.0
director of marketing analytics,Unknown,Unknown,,3.0,,"los angeles, ca",confidential (vertical media business),Full-time,,,,,,,90001.0,6037.0,los angeles,1713487685000.0
sr. data engineer,Mid-Senior,Unknown,163550.0,5.0,,"san jose, ca",biomérieux,Full-time,Mid-Senior level,178400.0,,148700.0,YEARLY,USD,95101.0,6085.0,san jose,1713487954000.0
senior data engineer,Unknown,Remote,,2.0,,united states,sayari,Full-time,,,,,,,,,united states,1713483628000.0
forward deployed data engineer - ts/sci full scope polygraph,Unknown,Unknown,,2.0,,washington dc-baltimore area,sayari,Full-time,,,,,,,,,washington dc-baltimore area,1713483870000.0
machine learning engineer,Mid-Senior,Unknown,,4.0,1.0,"austin, tx",red oak technologies,Contract,Mid-Senior level,,,,,,78701.0,48453.0,austin,1713490211000.0
"machine learning researcher, machine learning operations engineer, sr. software developer, assoc software developer",Unknown,Remote,,5.0,,"california, united states",deep voodoo,Full-time,,,,,,,,,california,1713492464000.0
senior data engineer,Mid-Senior,Unknown,187500.0,3.0,,"new york, ny",intelletec,Full-time,Mid-Senior level,200000.0,,175000.0,YEARLY,USD,10001.0,36061.0,new york,1713492276000.0
business intelligence intern,Unknown,Unknown,,3.0,1.0,"fort smith, ar",kopco,Full-time,,,,,,,72901.0,5131.0,fort smith,1713483317000.0
private equity - portfolio analytics senior associate,Associate,Unknown,130000.0,2.0,,greater hartford,"cyperus group, inc",Full-time,Associate,140000.0,,120000.0,YEARLY,USD,,,greater hartford,1713485141000.0
data science & analytics intern - summer 2024,Internship,Unknown,,3.0,,"montvale, nj",benjamin moore,Temporary,Internship,,,,,,7645.0,34003.0,montvale,1713490570000.0
cloud data architect,Mid-Senior,Unknown,,4.0,,"bedford, ma",mitre,Full-time,Mid-Senior level,,,,,,1730.0,25017.0,bedford,1713398400000.0
"program manager, data analytics and health care compliance",Entry Level,Unknown,115000.0,3.0,,"new brunswick, nj",piper companies,Full-time,Entry level,140000.0,,90000.0,YEARLY,USD,8901.0,34023.0,new brunswick,1713496490000.0
"machine learning engineer, phd intern",Internship,Remote,,19.0,,united states,instacart,Full-time,Internship,,,,,,,,united states,1713398400000.0
data analyst,Entry Level,Unknown,,4.0,,"centreville, va",carfax,Full-time,Entry level,,,,,,20120.0,,centreville,1713496432000.0
data scientist intern,Unknown,Unknown,,39.0,19.0,"bellevue, wa",astrumu®,Internship,,,,,,,98004.0,53033.0,bellevue,1713498964000.0
principal machine learning performance engineer,Mid-Senior,Unknown,,4.0,,"san jose, ca",amd,Full-time,Mid-Senior level,,,,,,95101.0,6085.0,san jose,1713499192000.0
"finance & business management data scientist, senior associate",Unknown,Unknown,,5.0,,"chicago, il",jpmorgan chase & co.,Full-time,,,,,,,60601.0,17031.0,chicago,1713499634000.0
senior data scientist,Mid-Senior,Unknown,,6.0,,"aurora, colorado, united states",two six technologies,Full-time,Mid-Senior level,,,,,,,,aurora,1713398400000.0
head of corporate technology intelligent systems data and analytics - senior principal data architect,Director,Unknown,,3.0,,"houston, tx",jpmorgan chase & co.,Full-time,Director,,,,,,77002.0,48201.0,houston,1713499665000.0
"product manager, machine learning",Unknown,Unknown,,5.0,,"new york, ny",jpmorgan chase & co.,Full-time,,,,,,,10001.0,36061.0,new york,1713499644000.0
"vp / client, finance & strategy data scientist lead – jpm private client",Mid-Senior,Unknown,,4.0,,"san francisco, ca",jpmorgan chase & co.,Full-time,Mid-Senior level,,,,,,94101.0,6075.0,san francisco,1713499662000.0
retail business intelligence analyst ii,Mid-Senior,Unknown,,6.0,1.0,"manhattan beach, ca",skechers,Full-time,Mid-Senior level,,,,,,90266.0,6037.0,manhattan beach,1713501250000.0
senior data engineer,Unknown,Remote,,3.0,,united states,tekjobs,Full-time,,,,,,,,,united states,1713504151000.0
"director, commercial operations (capital equipment sales effectiveness, enablement, analytics, excellence) (on-site),",Director,Unknown,,4.0,,"deerfield, il",baxter international inc.,Full-time,Director,,,,,,60015.0,17097.0,deerfield,1713503572000.0
data analyst,Unknown,Remote,,7.0,,united states,tekjobs,Full-time,,,,,,,,,united states,1713502694000.0
data scientist,Entry Level,Unknown,78665.5,4.0,,"washington, dc",u.s. department of labor,Full-time,Entry level,88926.0,,68405.0,YEARLY,USD,20001.0,11001.0,washington,1713484800000.0
bi data engineer,Unknown,Remote,,4.0,,"united, pa",thermo fisher scientific,Full-time,,,,,,,,,united,1713516767000.0
bi data engineer,Unknown,Remote,,4.0,,"south carolina, united states",thermo fisher scientific,Full-time,,,,,,,,,south carolina,1713516767000.0
bi data engineer,Unknown,Remote,,5.0,,"texas, united states",thermo fisher scientific,Full-time,,,,,,,,,texas,1713516767000.0
bi data engineer,Unknown,Remote,,3.0,,"north carolina, united states",thermo fisher scientific,Full-time,,,,,,,,,north carolina,1713516957000.0
data engineer,Associate,Unknown,,2.0,,new york city metropolitan area,tech consulting,Full-time,Associate,,,,,,,,new york city metropolitan area,1713520689000.0
remediation and correction - quantitative analytics associate,Unknown,Unknown,,3.0,,"wilmington, de",jpmorgan chase & co.,Full-time,,,,,,,19801.0,10003.0,wilmington,1713521059000.0
data analyst,Unknown,Unknown,,3.0,,"seattle, wa","paramount software solutions, inc",Contract,,,,,,,98101.0,53033.0,seattle,1713523429000.0
data analyst-ny,Entry Level,Unknown,,2.0,,"new york, united states",atc,Full-time,Entry level,,,,,,,,new york,1713527532000.0
data analyst,Associate,Unknown,47840.0,1.0,,"atlanta, ga",randstad digital,Contract,Associate,25.0,,21.0,HOURLY,USD,30303.0,13121.0,atlanta,1713529475000.0
"senior associate, siem solution developer / cybersecurity analytics",Mid-Senior,Unknown,99850.0,5.0,,"collegeville, pa",mygwork - lgbtq+ business community,Full-time,Mid-Senior level,124800.0,,74900.0,YEARLY,USD,19426.0,42091.0,collegeville,1713525011000.0
data analyst-wa,Entry Level,Unknown,,2.0,,"washington, united states",atc,Full-time,Entry level,,,,,,,,washington,1713527698000.0
machine learning engineer ( mlflow / azure ml / devops),Mid-Senior,Unknown,,11.0,3.0,"michigan, united states",it associates,Contract,Mid-Senior level,,,,,,,,michigan,1713531779000.0
data analyst-ca,Entry Level,Unknown,,3.0,,"california, united states",atc,Full-time,Entry level,,,,,,,,california,1713527606000.0
data analyst-il,Entry Level,Unknown,,4.0,2.0,"illinois, united states",atc,Full-time,Entry level,,,,,,,,illinois,1713527629000.0
data engineer,Unknown,Remote,,7.0,2.0,united states,,Full-time,,,,,,,,,united states,1713529859000.0
digital media data analyst,Entry Level,Unknown,,1.0,,greater boston,gupta media,Full-time,Entry level,,,,,,,,greater boston,1713532155000.0
"enterprise data engineer (azure, python, sql)",Mid-Senior,Unknown,,2.0,,"boston, ma",selby jennings,Full-time,Mid-Senior level,,,,,,2108.0,25025.0,boston,1713527307000.0
data analyst-va,Entry Level,Unknown,,2.0,,"virginia, united states",atc,Full-time,Entry level,,,,,,,,virginia,1713527648000.0
senior azure cloud data engineer,Mid-Senior,Remote,92000.0,1.0,,united states,ascendion,Full-time,Mid-Senior level,117000.0,,67000.0,YEARLY,USD,,,united states,1713530094000.0
data analyst-tx,Entry Level,Unknown,,2.0,,"texas, united states",atc,Full-time,Entry level,,,,,,,,texas,1713527556000.0
"senior director, media analytics",Director,Unknown,175000.0,3.0,,"burbank, ca",hearts & science,Full-time,Director,200000.0,,150000.0,YEARLY,USD,91501.0,6037.0,burbank,1713531889000.0
machine learning engineer [4414],Mid-Senior,Remote,,4.0,,united states,stealth startup,Full-time,Mid-Senior level,,,,,,,,united states,1713529685000.0
ai engineer,Unknown,Unknown,,1.0,,washington dc-baltimore area,technostrides inc,Contract,,,,,,,,,washington dc-baltimore area,1713532757000.0
sr data scientist,Mid-Senior,Unknown,,5.0,,"philadelphia, pa",exelon,Full-time,Mid-Senior level,,,,,,19102.0,42101.0,philadelphia,1713533212000.0
sql data engineer - w2,Mid-Senior,Remote,,11.0,1.0,united states,planet technology,Contract,Mid-Senior level,,,,,,,,united states,1713533914000.0
machine learning specialist,Unknown,Unknown,,1.0,,new york city metropolitan area,,Full-time,,,,,,,,,new york city metropolitan area,1713536714000.0
big data engineer,Unknown,Unknown,,1.0,,"phoenix, az",codeforce 360,Contract,,,,,,,85003.0,4013.0,phoenix,1713535885000.0
data analyst iii (onsite - only w2/no c2c),Unknown,Unknown,,8.0,2.0,"phoenix, az",select source international,Contract,,,,,,,85003.0,4013.0,phoenix,1713536640000.0
data engineer,Unknown,Unknown,,28.0,12.0,"auburn hills, mi",v2soft,Contract,,,,,,,48326.0,,auburn hills,1713536989000.0
data manager,Mid-Senior,Unknown,,4.0,,"bronx, ny",children's aid,Full-time,Mid-Senior level,,,,,,10451.0,36005.0,bronx,1713398400000.0
business intelligence consultant,Executive,Unknown,,12.0,3.0,"parsippany, nj",indotronix avani group,Contract,Executive,,,,,,7054.0,34027.0,parsippany,1713534444000.0
design analytics specialist,Associate,Unknown,114400.0,6.0,,"basking ridge, nj",insight global,Contract,Associate,59.0,,51.0,HOURLY,USD,7920.0,34035.0,basking ridge,1713533272000.0
big data engineer,Unknown,Unknown,,13.0,7.0,"alpharetta, ga",empower professionals inc,Contract,,,,,,,30004.0,,alpharetta,1713534010000.0
business intelligence developer,Unknown,Unknown,,6.0,1.0,"new york, ny",avenues international inc.,Contract,,,,,,,10001.0,36061.0,new york,1713535468000.0
machine learning engineer/ai engineer || 7+ years of experience,Unknown,Unknown,,,,"san francisco, ca",okaya infocom,Full-time,,,,,,,94101.0,6075.0,san francisco,1713535342000.0
data architect,Unknown,Remote,,6.0,1.0,united states,qualitative financials,Contract,,,,,,,,,united states,1713536756000.0
master data manager,Mid-Senior,Unknown,,3.0,,"los angeles county, ca",mitchell martin inc.,Contract,Mid-Senior level,,,,,,90001.0,6037.0,los angeles county,1713536947000.0
data engineer,Unknown,Unknown,,39.0,17.0,"new castle, de","tsr consulting services, inc.",Contract,,,,,,,19720.0,10003.0,new castle,1713537203000.0
data engineer,Unknown,Remote,,5.0,2.0,dallas-fort worth metroplex,thoughtwave software and solutions,Contract,,,,,,,,,dallas-fort worth metroplex,1713538693000.0
machine learning team lead,Unknown,Remote,,2.0,,"tulsa, ok",robbie ai,Full-time,,,,,,,74103.0,40143.0,tulsa,1713536649000.0
gen ai engineer,Unknown,Unknown,,6.0,,"houston, tx",libsys inc,Contract,,,,,,,77002.0,48201.0,houston,1713538653000.0
sr. operations data analyst - provider - (sas required) - remote,Mid-Senior,Remote,86500.0,3.0,,"new york, ny",emblemhealth,Full-time,Mid-Senior level,110000.0,,63000.0,YEARLY,USD,10001.0,36061.0,new york,1713538495000.0
it team lead / sr. servicing product owner / sr. sql data analyst  (onsite required),Mid-Senior,Unknown,122500.0,1.0,,"anaheim, ca",cgs business solutions | inc 5000 company,Full-time,Mid-Senior level,125000.0,,120000.0,YEARLY,USD,92801.0,6059.0,anaheim,1713536885000.0
sr data scientist,Unknown,Unknown,,3.0,,"stamford, ct",citizens,Full-time,,,,,,,6901.0,9001.0,stamford,1713538819000.0
unstructured data engineering lead,Mid-Senior,Unknown,,3.0,,"maplewood, mn",3m,Full-time,Mid-Senior level,,,,,,56334.0,27121.0,maplewood,1713537544000.0
oracle business intelligence techno-functional consultant,Mid-Senior,Remote,,4.0,,united states,oracle,Full-time,Mid-Senior level,,,,,,,,united states,1713484800000.0
data analyst,Associate,Unknown,61880.0,10.0,4.0,"columbia, sc",kelly,Contract,Associate,,29.75,,HOURLY,USD,29201.0,45079.0,columbia,1713538929000.0
associate oracle analytics cloud (oac/oas/faw) consultant,Entry Level,Unknown,,4.0,,"pleasanton, ca",oracle,Full-time,Entry level,,,,,,94566.0,6001.0,pleasanton,1713484800000.0
data scientist,Unknown,Unknown,,4.0,,"dallas, tx",sole source capital llc,Full-time,,,,,,,75201.0,48113.0,dallas,1713538582000.0
​data engineer (fabric)​,Unknown,Remote,,3.0,,united states,microsoft,Full-time,,,,,,,,,united states,1713538890000.0
clinical data scientist,Unknown,Unknown,,7.0,,"pittsburgh, pa",cgt staffing (compugroup technologies),Contract,,,,,,,15201.0,42003.0,pittsburgh,1713539674000.0
sr. data engineer,Mid-Senior,Remote,,5.0,1.0,"nashville, tn",amsurg,Full-time,Mid-Senior level,,,,,,37201.0,47037.0,nashville,1713484800000.0
tibco spotfire data analyst,Unknown,Unknown,,10.0,,"cincinnati, oh",codeforce 360,Contract,,,,,,,45202.0,39061.0,cincinnati,1713539008000.0
databricks data engineer,Mid-Senior,Remote,,9.0,3.0,"new york, united states",smart it frame llc,Full-time,Mid-Senior level,,,,,,,,new york,1713540734000.0
nmc_000221 - data analyst (w2),Mid-Senior,Unknown,67600.0,3.0,,"plano, tx",new millenium consulting,Contract,Mid-Senior level,35.0,,30.0,HOURLY,USD,75023.0,48085.0,plano,1713539468000.0
enterprise data engineer,Entry Level,Unknown,145000.0,3.0,,"washington, dc",piper companies,Full-time,Entry level,160000.0,,130000.0,YEARLY,USD,20001.0,11001.0,washington,1713539684000.0
"vp/director, originations strategy and analytics",Director,Unknown,,3.0,,"wilmington, de",onemain financial,Full-time,Director,,,,,,19801.0,10003.0,wilmington,1713398400000.0
big data engineer,Unknown,Unknown,,21.0,10.0,"phoenix, az",zentek infosoft,Contract,,,,,,,85003.0,4013.0,phoenix,1713539663000.0
data engineer,Unknown,Unknown,,9.0,3.0,"phoenix, az",zentek infosoft,Contract,,,,,,,85003.0,4013.0,phoenix,1713540272000.0
senior data scientist for ecomm analytics,Mid-Senior,Remote,,4.0,,"bentonville, ar",falcon smart it (falconsmartit),Contract,Mid-Senior level,,,,,,72712.0,5007.0,bentonville,1713540848000.0
senior data engineer,Mid-Senior,Unknown,177500.0,3.0,1.0,"norwalk, ct",provision people,Full-time,Mid-Senior level,185000.0,,170000.0,YEARLY,USD,6850.0,9001.0,norwalk,1713539090000.0
"vice president, finance – data science & visualization analytics",Executive,Unknown,222500.0,3.0,,"new york, ny",american express,Full-time,Executive,260000.0,,185000.0,YEARLY,USD,10001.0,36061.0,new york,1713540303000.0
senior data engineer,Mid-Senior,Remote,,8.0,6.0,"bentonville, ar",falcon smart it (falconsmartit),Contract,Mid-Senior level,,,,,,72712.0,5007.0,bentonville,1713540427000.0
jr. data scientist (hybrid),Entry Level,Unknown,88400.0,5.0,,"mclean, va",piper companies,Full-time,Entry level,45.0,,40.0,HOURLY,USD,22101.0,51059.0,mclean,1713539684000.0
senior data analyst- scientist,Mid-Senior,Remote,104000.0,2.0,,united states,insight global,Full-time,Mid-Senior level,55.0,,45.0,HOURLY,USD,,,united states,1713540149000.0
machine learning engineer,Mid-Senior,Remote,,12.0,,"pennsylvania, united states",indotronix avani group,Contract,Mid-Senior level,,,,,,,,pennsylvania,1713540963000.0
data engineer/scala developer,Unknown,Unknown,,37.0,21.0,"new castle, de","tsr consulting services, inc.",Contract,,,,,,,19720.0,10003.0,new castle,1713549740000.0
program data analyst,Entry Level,Remote,,289.0,106.0,united states,pattern data,Full-time,Entry level,,,,,,,,united states,1713387818000.0
data scientist,Unknown,Remote,,7.0,,united states,dropbox,Full-time,,,,,,,,,united states,1713387758000.0
sr. healthcare data analyst,Unknown,Remote,109465.93,9.0,,united states,vail health,Full-time,,131350.55,,87581.31,YEARLY,USD,,,united states,1713387408000.0
director - planning & analytics,Executive,Unknown,203500.0,19.0,1.0,"carlsbad, ca",vuori,Full-time,Executive,220000.0,,187000.0,YEARLY,USD,92008.0,6073.0,carlsbad,1713387653000.0
business intelligence solutions architect,Mid-Senior,Unknown,,1.0,,"austin, tx",wipro,Full-time,Mid-Senior level,,,,,,78701.0,48453.0,austin,1713388192000.0
business intelligence delivery senior associate (developer),Mid-Senior,Unknown,,6.0,,"jersey city, nj",aig,Full-time,Mid-Senior level,,,,,,7302.0,34017.0,jersey city,1713389119000.0
sr. data scientist (modeling),Mid-Senior,Unknown,166700.0,39.0,5.0,"charlottesville, va",caci international inc,Part-time,Mid-Senior level,229200.0,,104200.0,YEARLY,USD,22901.0,51540.0,charlottesville,1713312000000.0
sr. product manager - analytics,Mid-Senior,Unknown,,23.0,2.0,"louisville, ky",waystar,Full-time,Mid-Senior level,,,,,,40202.0,21111.0,louisville,1713312000000.0
"product analyst, property analytics",Associate,Remote,65000.0,61.0,15.0,united states,pure insurance,Full-time,Associate,75000.0,,55000.0,YEARLY,USD,,,united states,1713391476000.0
"consultancy - education and data and analytics consultant, data and analytics team (dat), dapm nyhq (remote-based)",Mid-Senior,Unknown,,8.0,,"new york, united states",unicef,Full-time,Mid-Senior level,,,,,,,,new york,1713391985000.0
"director, research data analytics whsc",Mid-Senior,Unknown,,16.0,3.0,"atlanta, ga",emory university,Full-time,Mid-Senior level,,,,,,30303.0,13121.0,atlanta,1713390991000.0
business intelligence analyst,Associate,Unknown,,14.0,5.0,"watertown, wi","wis-pak, inc.",Full-time,Associate,,,,,,53094.0,55055.0,watertown,1713391121000.0
business intelligence program manager,Mid-Senior,Unknown,,66.0,4.0,"fort lauderdale, fl",dhl express,Full-time,Mid-Senior level,,,,,,33301.0,12011.0,fort lauderdale,1713391249000.0
medicaid business intelligence engineer,Unknown,Remote,77250.0,49.0,10.0,"louisville, ky",humana,Full-time,,89500.0,,65000.0,YEARLY,USD,40202.0,21111.0,louisville,1713392298000.0
senior data analyst,Mid-Senior,Unknown,164500.0,162.0,57.0,"palo alto, ca",navan,Full-time,Mid-Senior level,209000.0,,120000.0,YEARLY,USD,94301.0,6085.0,palo alto,1713312000000.0
product insights & analytics pm,Mid-Senior,Unknown,111750.0,5.0,,"redmond, wa",bluehawk consulting,Contract,Mid-Senior level,117500.0,,106000.0,YEARLY,USD,98052.0,53033.0,redmond,1713393223000.0
business intelligence lead,Unknown,Remote,124550.0,803.0,59.0,united states,humana,Full-time,,144300.0,,104800.0,YEARLY,USD,,,united states,1713392590000.0
"sales specialist, cloud data analytics",Unknown,Unknown,138000.0,15.0,,"san francisco, ca",google,Full-time,,165000.0,,111000.0,YEARLY,USD,94101.0,6075.0,san francisco,1713393019000.0
data scientist,Entry Level,Unknown,,359.0,121.0,"washington, dc",the washington post,Full-time,Entry level,,,,,,20001.0,11001.0,washington,1713392901000.0
marketing data analyst,Unknown,Unknown,222650.0,364.0,92.0,"plano, tx",sap,Full-time,,400000.0,,45300.0,YEARLY,USD,75023.0,48085.0,plano,1711232517000.0
senior data engineer,Mid-Senior,Remote,,34.0,11.0,united states,cerifi,Full-time,Mid-Senior level,,,,,,,,united states,1713394327000.0
lending analytics - assistant vice president(hybrid),Unknown,Unknown,,45.0,5.0,"new york, ny",citi,Full-time,,,,,,,10001.0,36061.0,new york,1713312000000.0
"senior data scientist, google cloud support",Mid-Senior,Unknown,186500.0,51.0,4.0,"new york, ny",google,Full-time,Mid-Senior level,223000.0,,150000.0,YEARLY,USD,10001.0,36061.0,new york,1713392790000.0
principal data scientist - statistical programming,Entry Level,Unknown,193500.0,16.0,,"emeryville, ca",4d molecular therapeutics,Full-time,Entry level,211000.0,,176000.0,YEARLY,USD,94608.0,6001.0,emeryville,1713312000000.0
senior data engineer,Unknown,Unknown,,18.0,5.0,"tampa, fl",raymond james,Full-time,,,,,,,33602.0,12057.0,tampa,1713394635000.0
bie/business intelligence engineer/business intelligence developer,Mid-Senior,Unknown,,103.0,26.0,"seattle, wa",collabera,Contract,Mid-Senior level,,,,,,98101.0,53033.0,seattle,1713396947000.0
"business intelligence engineer, aft inbound",Unknown,Unknown,,25.0,2.0,"arlington, va",amazon,Full-time,,,,,,,22201.0,51013.0,arlington,1711238393000.0
engineering manager - data engineering,Mid-Senior,Unknown,,24.0,3.0,kansas city metropolitan area,c2fo,Full-time,Mid-Senior level,,,,,,,,kansas city metropolitan area,1713393514000.0
principal data scientist - biostatistics,Entry Level,Unknown,,26.0,2.0,"emeryville, ca",4d molecular therapeutics,Full-time,Entry level,,,,,,94608.0,6001.0,emeryville,1713312000000.0
data scientist,Unknown,Unknown,,21.0,5.0,"norfolk, va",booz allen hamilton,Full-time,,,,,,,23502.0,51710.0,norfolk,1713312000000.0
hr delivery - governance & analytics manager,Unknown,Unknown,,29.0,,"tampa, fl",citi,Full-time,,,,,,,33602.0,12057.0,tampa,1713312000000.0
senior data analyst,Mid-Senior,Remote,,198.0,78.0,united states,in technology group inc (us),Full-time,Mid-Senior level,,,,,,,,united states,1713397503000.0
business intelligence engineer,Unknown,Unknown,,27.0,2.0,"seattle, wa",amazon,Full-time,,,,,,,98101.0,53033.0,seattle,1712534400000.0
business intelligence engineer,Unknown,Unknown,,30.0,2.0,"seattle, wa",amazon,Full-time,,,,,,,98101.0,53033.0,seattle,1712534400000.0
"senior associate, data engineering - azure cloud",Mid-Senior,Unknown,,5.0,,"arlington, va",publicis,Full-time,Mid-Senior level,,,,,,22201.0,51013.0,arlington,1713399166000.0
senior machine learning engineer,Mid-Senior,Unknown,,19.0,4.0,"richmond, va",capital one,Full-time,Mid-Senior level,,,,,,23219.0,51760.0,richmond,1713402871000.0
