Title,Experience Level,Remote Status,Normalized Salary,Views,Applies,Location,Company Name,Formatted Work Type,Formatted Experience Level,Max Salary,Med Salary,Min Salary,Pay Period,Currency,Zip Code,Fips,City,Original Listed Time
experienced compliance review - analytics support,Mid-Senior,Remote,,7.0,,"roseville, ca",gainwell technologies,Full-time,Mid-Senior level,,,,,,95661.0,6061.0,roseville,1712369537000.0
data analyst,Mid-Senior,Unknown,83200.0,143.0,44.0,"orlando, fl",acro service corp,Contract,Mid-Senior level,40.0,,40.0,HOURLY,USD,32801.0,12095.0,orlando,1712370443000.0
research data analyst 1 (75% fte/hybrid opportunity),Mid-Senior,Unknown,60555.0,12.0,1.0,"stanford, ca",stanford university,Part-time,Mid-Senior level,72750.0,,48360.0,YEARLY,USD,94305.0,6085.0,stanford,1712372056000.0
data engineer (sap ecc to hana migration),Entry Level,Unknown,,31.0,8.0,"charlotte, nc","v-soft consulting group, inc.",Contract,Entry level,,,,,,28202.0,37119.0,charlotte,1712370971000.0
"analyst sr, digital product analytics",Mid-Senior,Unknown,,11.0,1.0,"atlanta, ga",genuine parts company,Full-time,Mid-Senior level,,,,,,30303.0,13121.0,atlanta,1712371394000.0
chief data engineer,Mid-Senior,Unknown,199500.0,10.0,,"reston, va",noblis,Full-time,Mid-Senior level,253900.0,,145100.0,YEARLY,USD,20190.0,,reston,1712372093000.0
data engineer,Entry Level,Unknown,140000.0,17.0,2.0,"mclean, va",piper companies,Full-time,Entry level,145000.0,,135000.0,YEARLY,USD,22101.0,51059.0,mclean,1712373302000.0
lead development and analytics engineer,Mid-Senior,Remote,150000.0,8.0,1.0,united states,piper companies,Full-time,Mid-Senior level,,150000.0,,YEARLY,USD,,,united states,1712373293000.0
data engineer,Entry Level,Unknown,135000.0,30.0,4.0,"wayne, pa",piper companies,Full-time,Entry level,150000.0,,120000.0,YEARLY,USD,19087.0,42029.0,wayne,1712373293000.0
"senior director, reporting & business analytics",Unknown,Remote,184350.0,7.0,,"durham, nc",centene corporation,Full-time,,239300.0,,129400.0,YEARLY,USD,27701.0,37063.0,durham,1712374112000.0
senior data scientist 3 - nonproliferation,Unknown,Unknown,177000.0,4.0,,"richland, wa",pacific northwest national laboratory,Full-time,,219500.0,,134500.0,YEARLY,USD,99352.0,53005.0,richland,1712373969000.0
senior etl data engineer (100% remote),Mid-Senior,Remote,,72.0,26.0,united states,avesta computer services,Full-time,Mid-Senior level,,,,,,,,united states,1712376140000.0
marketing analytics - data scientist senior associate,Unknown,Unknown,,5.0,,"columbus, oh",jpmorgan chase & co.,Full-time,,,,,,,43085.0,39049.0,columbus,1712376330000.0
data analyst (korean),Entry Level,Remote,,44.0,7.0,united states,lightcast,Contract,Entry level,,,,,,,,united states,1712377010000.0
data analyst (chinese),Entry Level,Remote,,15.0,1.0,united states,lightcast,Contract,Entry level,,,,,,,,united states,1712376992000.0
data analyst (japanese),Entry Level,Remote,,5.0,,united states,lightcast,Contract,Entry level,,,,,,,,united states,1712377053000.0
data architect,Mid-Senior,Remote,162000.0,4.0,,"west hollywood, ca",live nation entertainment,Full-time,Mid-Senior level,180000.0,,144000.0,YEARLY,USD,90069.0,6037.0,west hollywood,1712377225000.0
data engineer,Entry Level,Remote,,8.0,,"beaverton, or",mainz brady group,Full-time,Entry level,,,,,,97003.0,,beaverton,1712378650000.0
senior data engineer (property reinsurance/ speciality reinsurance) - 100% remote,Mid-Senior,Remote,,5.0,,united states,avesta computer services,Full-time,Mid-Senior level,,,,,,,,united states,1712383965000.0
machine learning researcher,Unknown,Remote,,23.0,6.0,"california, united states",yimo,Volunteer,,,,,,,,,california,1712378381000.0
senior etl data engineer - reinsurance - remote,Mid-Senior,Remote,,28.0,11.0,united states,avesta computer services,Full-time,Mid-Senior level,,,,,,,,united states,1712383963000.0
data architect,Unknown,Unknown,,4.0,,"dallas, tx",ss software technologies,Contract,,,,,,,75201.0,48113.0,dallas,1712385919000.0
principal data scientist,Entry Level,Unknown,208000.0,18.0,,"new york, ny",zocdoc,Full-time,Entry level,239000.0,,177000.0,YEARLY,USD,10001.0,36061.0,new york,1712275200000.0
data engineer,Associate,Unknown,,111.0,54.0,"roanoke, va",titan america,Full-time,Associate,,,,,,24011.0,51770.0,roanoke,1712349678000.0
"data engineer i, revenue reporting service",Unknown,Unknown,,39.0,14.0,"seattle, wa",amazon,Full-time,,,,,,,98101.0,53033.0,seattle,1711065600000.0
"sr. manager, business intelligence , community operations",Mid-Senior,Unknown,200950.0,11.0,1.0,"nashville, tn",amazon,Full-time,Mid-Senior level,265400.0,,136500.0,YEARLY,USD,37201.0,47037.0,nashville,1710201588000.0
"data scientist, peopleinsight",Unknown,Unknown,162200.0,27.0,6.0,"seattle, wa",amazon,Full-time,,212800.0,,111600.0,YEARLY,USD,98101.0,53033.0,seattle,1712188800000.0
data engineer,Unknown,Unknown,,2.0,,"dallas, tx",ascentt,Full-time,,,,,,,75201.0,48113.0,dallas,1712396830000.0
sr. data scientist - iot and manufacturing,Unknown,Unknown,,2.0,,"dallas, tx",ascentt,Full-time,,,,,,,75201.0,48113.0,dallas,1712397247000.0
data analyst-va,Entry Level,Unknown,,2.0,,"virginia, united states",atc,Full-time,Entry level,,,,,,,,virginia,1712403354000.0
senior data scientist - forecasting,Unknown,Unknown,,4.0,1.0,"dallas, tx",ascentt,Full-time,,,,,,,75201.0,48113.0,dallas,1712397529000.0
data analyst-wa,Entry Level,Unknown,,2.0,,"washington, united states",atc,Full-time,Entry level,,,,,,,,washington,1712403284000.0
data analyst-il,Entry Level,Unknown,,2.0,,"illinois, united states",atc,Full-time,Entry level,,,,,,,,illinois,1712403310000.0
mle/ai engineer summer intern,Unknown,Unknown,,5.0,,san francisco bay area,,Full-time,,,,,,,,,san francisco bay area,1712393149000.0
data analyst-ca,Entry Level,Unknown,,3.0,,"california, united states",atc,Full-time,Entry level,,,,,,,,california,1712403262000.0
data analyst-tx,Entry Level,Unknown,,2.0,,"texas, united states",atc,Full-time,Entry level,,,,,,,,texas,1712403382000.0
data engineer (internship),Unknown,Unknown,,3.0,,"dallas, tx",celebal technologies,Internship,,,,,,,75201.0,48113.0,dallas,1712441734000.0
data analyst-ny,Entry Level,Unknown,,2.0,,"new york, united states",atc,Full-time,Entry level,,,,,,,,new york,1712403406000.0
data analyst/data science/nlp (intern apr 30) din01,Unknown,Remote,,23.0,6.0,united states,data glacier,Internship,,,,,,,,,united states,1712458504000.0
business intelligence developer,Associate,Unknown,,,,"nashville, tn",episode solutions,Full-time,Associate,,,,,,37201.0,47037.0,nashville,1712434650000.0
data analyst - power bi & sql,Unknown,Unknown,,18.0,4.0,"san francisco, ca",zealtech,Contract,,,,,,,94101.0,6075.0,san francisco,1712446900000.0
data engineer,Entry Level,Unknown,,12.0,1.0,"richmond, va",capital one,Full-time,Entry level,,,,,,23219.0,51760.0,richmond,1712366060000.0
data engineer,Entry Level,Unknown,,56.0,9.0,"mclean, va",capital one,Full-time,Entry level,,,,,,22101.0,51059.0,mclean,1712366058000.0
junior data scientist/software programmer,Entry Level,Remote,99500.0,131.0,24.0,"denver, co",synergisticit,Full-time,Entry level,124000.0,,75000.0,YEARLY,USD,80202.0,8031.0,denver,1712366778000.0
data analyst ii,Unknown,Unknown,,67.0,10.0,"la vergne, tn",fedex logistics,Full-time,,,,,,,37086.0,47149.0,la vergne,1712368565000.0
data engineer,Entry Level,Unknown,,51.0,3.0,"richmond, va",capital one,Full-time,Entry level,,,,,,23219.0,51760.0,richmond,1712366058000.0
data engineer,Entry Level,Unknown,,20.0,1.0,"plano, tx",capital one,Full-time,Entry level,,,,,,75023.0,48085.0,plano,1712366057000.0
data engineer,Entry Level,Unknown,,29.0,5.0,"mclean, va",capital one,Full-time,Entry level,,,,,,22101.0,51059.0,mclean,1712366058000.0
junior data scientist/java programmer,Entry Level,Remote,102500.0,39.0,5.0,"kirkland, wa",synergisticit,Full-time,Entry level,124000.0,,81000.0,YEARLY,USD,98033.0,53033.0,kirkland,1712367054000.0
junior data scientist/ java programmer,Entry Level,Remote,,28.0,3.0,"phoenix, az",synergisticit,Full-time,Entry level,,,,,,85003.0,4013.0,phoenix,1712367571000.0
"retail data analyst | hybrid - aurora, il",Associate,Unknown,,6.0,,"aurora, il",old second national bank,Full-time,Associate,,,,,,60502.0,,aurora,1712275200000.0
junior data scientist/software developer,Entry Level,Remote,99500.0,137.0,25.0,"austin, texas metropolitan area",synergisticit,Full-time,Entry level,124000.0,,75000.0,YEARLY,USD,,,austin,1712366847000.0
junior java programmer/data scientist,Entry Level,Remote,,65.0,9.0,"houston, tx",synergisticit,Full-time,Entry level,,,,,,77002.0,48201.0,houston,1712367628000.0
data analytics engineer,Unknown,Remote,,215.0,44.0,united states,bonterra,Full-time,,,,,,,,,united states,1712369598000.0
junior data scientist/ data engineer,Entry Level,Remote,99500.0,23.0,1.0,"virginia, united states",synergisticit,Full-time,Entry level,124000.0,,75000.0,YEARLY,USD,,,virginia,1712368195000.0
"lead analytic consultant, analytics",Mid-Senior,Remote,152500.0,41.0,4.0,united states,apree health,Full-time,Mid-Senior level,175000.0,,130000.0,YEARLY,USD,,,united states,1710209339000.0
"senior machine learning engineer, generative ai",Mid-Senior,Unknown,,26.0,5.0,"new york, ny",robinhood,Full-time,Mid-Senior level,,,,,,10001.0,36061.0,new york,1712275200000.0
"senior data engineer - itp-a, exempt",Mid-Senior,Unknown,134919.2,17.0,1.0,"seattle, wa",seattle information technology department,Full-time,Mid-Senior level,77.84,,51.89,HOURLY,USD,98101.0,53033.0,seattle,1712370781000.0
"director, data engineering",Director,Unknown,,9.0,,"oshkosh, wi",oshkosh corporation,Full-time,Director,,,,,,54901.0,55139.0,oshkosh,1712371045000.0
data scientist,Entry Level,Unknown,,46.0,12.0,"irving, tx",teksystems,Full-time,Entry level,,,,,,75038.0,48113.0,irving,1712275200000.0
clinical adoption data scientist,Unknown,Unknown,,6.0,,"cambridge, ma",philips,Full-time,,,,,,,2138.0,25017.0,cambridge,1712373480000.0
technical system health data scientist,Unknown,Unknown,,33.0,2.0,"cambridge, ma",philips,Full-time,,,,,,,2138.0,25017.0,cambridge,1712373490000.0
edw architect i - is edw and analytics - full time 8 hour days (exempt) (non-union),Mid-Senior,Unknown,126955.0,7.0,,"los angeles, ca",keck medicine of usc,Full-time,Mid-Senior level,158230.0,,95680.0,YEARLY,USD,90001.0,6037.0,los angeles,1712188800000.0
ai/ml engineer (contract) (hybrid) – 4313,Unknown,Unknown,166400.0,4.0,,"irvine, ca",hireclout,Full-time,,90.0,,70.0,HOURLY,USD,92602.0,,irvine,1712376485000.0
sr. analyst-telecom analytics,Unknown,Remote,,11.0,,united states,adt,Full-time,,,,,,,,,united states,1710216756000.0
"vendor manager, machine learning data operations, gtech",Unknown,Unknown,122000.0,9.0,,"atlanta, ga",google,Full-time,,145000.0,,99000.0,YEARLY,USD,30303.0,13121.0,atlanta,1712377471000.0
"director, fraud analytics",Director,Unknown,,6.0,,"overland park, ks",spectrum,Full-time,Director,,,,,,66204.0,20091.0,overland park,1712097672000.0
data scientist,Entry Level,Unknown,,14.0,,"stamford, ct",spectrum,Full-time,Entry level,,,,,,6901.0,9001.0,stamford,1710218523000.0
aws data analyst,Mid-Senior,Unknown,,3.0,,"aurora, il",interex group,Contract,Mid-Senior level,,,,,,60502.0,,aurora,1712432630000.0
java-big data architect,Mid-Senior,Unknown,80.0,44.0,4.0,"pittsburgh, pa","the brixton group, inc.",Contract,Mid-Senior level,85.0,,75.0,YEARLY,USD,15201.0,42003.0,pittsburgh,1712457255000.0
business intelligence analyst ii,Mid-Senior,Unknown,97250.0,60.0,18.0,"austin, tx",cox automotive inc.,Full-time,Mid-Senior level,116700.0,,77800.0,YEARLY,USD,78701.0,48453.0,austin,1712633415000.0
"sr. analyst, digital analytics, lac",Entry Level,Unknown,,29.0,7.0,"miami, fl",burger king,Full-time,Entry level,,,,,,33122.0,12025.0,miami,1712534400000.0
data scientist,Associate,Unknown,,8.0,3.0,"chicago, il",valor equity partners,Full-time,Associate,,,,,,60601.0,17031.0,chicago,1712632570000.0
senior business intelligence analyst,Mid-Senior,Unknown,,12.0,5.0,"austin, tx",digital turbine,Full-time,Mid-Senior level,,,,,,78701.0,48453.0,austin,1712632852000.0
data engineer,Mid-Senior,Unknown,117500.0,71.0,21.0,"phoenix, az",american express,Full-time,Mid-Senior level,150000.0,,85000.0,YEARLY,USD,85003.0,4013.0,phoenix,1712633405000.0
"manager, data & analytics",Unknown,Remote,,29.0,1.0,united states,zendesk,Full-time,,,,,,,,,united states,1712534400000.0
risk management - fraud risk strategic analytics - associate,Mid-Senior,Unknown,,5.0,,"ohio, united states",mygwork - lgbtq+ business community,Full-time,Mid-Senior level,,,,,,,,ohio,1712636578000.0
data analyst with marketing analytics exp. (1039812),Entry Level,Unknown,110240.0,14.0,2.0,"san francisco, ca",the judge group,Contract,Entry level,56.0,,50.0,HOURLY,USD,94101.0,6075.0,san francisco,1712534400000.0
data analyst,Unknown,Unknown,,20.0,4.0,"texas city, tx",infocepts inc,Full-time,,,,,,,77590.0,48167.0,texas city,1712641664000.0
data analyst,Unknown,Remote,55000.0,13.0,3.0,"etna, oh",,Part-time,,,55000.0,,YEARLY,USD,,,etna,1712644788000.0
senior machine learning engineer,Mid-Senior,Unknown,,27.0,6.0,"new york, ny",samson rose,Full-time,Mid-Senior level,,,,,,10001.0,36061.0,new york,1712642586000.0
senior machine learning engineer,Mid-Senior,Unknown,,7.0,,"los angeles, ca",samson rose,Full-time,Mid-Senior level,,,,,,90001.0,6037.0,los angeles,1712643957000.0
gcp data engineer,Unknown,Unknown,,10.0,,"hartford, ct",exl,Full-time,,,,,,,6101.0,9003.0,hartford,1712644771000.0
senior data engineer,Mid-Senior,Unknown,,4.0,1.0,"houston, tx",enableit,Contract,Mid-Senior level,,,,,,77002.0,48201.0,houston,1712646693000.0
sr assortment analytics analyst,Unknown,Unknown,,4.0,,"bolingbrook, il",ulta beauty,Full-time,,,,,,,60440.0,,bolingbrook,1712650022000.0
data scientist,Unknown,Remote,,2.0,,"california, united states",cephas consultancy services private limited,Contract,,,,,,,,,california,1712651750000.0
data engineering manager,Mid-Senior,Unknown,200000.0,3.0,,"charlotte, nc",trilogy international,Full-time,Mid-Senior level,220000.0,,180000.0,YEARLY,USD,28202.0,37119.0,charlotte,1712654734000.0
analytics summer intern,Internship,Remote,,8.0,1.0,united states,harold grinspoon foundation,Internship,Internship,,,,,,,,united states,1712658474000.0
data analyst-ca,Entry Level,Unknown,,74.0,47.0,"california, united states",atc,Full-time,Entry level,,,,,,,,california,1712662752000.0
data analyst-il,Entry Level,Unknown,,87.0,56.0,"illinois, united states",atc,Full-time,Entry level,,,,,,,,illinois,1712662794000.0
data analyst-va,Entry Level,Unknown,,110.0,60.0,"virginia, united states",atc,Full-time,Entry level,,,,,,,,virginia,1712662822000.0
data analyst-ny,Entry Level,Unknown,,92.0,48.0,"new york, united states",atc,Full-time,Entry level,,,,,,,,new york,1712662866000.0
senior data engineer - python,Mid-Senior,Remote,,173.0,89.0,united states,avesta computer services,Full-time,Mid-Senior level,,,,,,,,united states,1712662251000.0
data analyst-tx,Entry Level,Unknown,,97.0,55.0,"texas, united states",atc,Full-time,Entry level,,,,,,,,texas,1712662845000.0
senior digital analytics specialist (technical),Mid-Senior,Remote,,81.0,21.0,buffalo-niagara falls area,"imagine staffing technology, an imagine company",Full-time,Mid-Senior level,,,,,,,,buffalo-niagara falls area,1712662096000.0
senior etl data engineer,Mid-Senior,Remote,,222.0,123.0,united states,avesta computer services,Full-time,Mid-Senior level,,,,,,,,united states,1712662146000.0
data analyst-wa,Entry Level,Unknown,,104.0,63.0,"washington, united states",atc,Full-time,Entry level,,,,,,,,washington,1712662774000.0
lead ai engineer,Mid-Senior,Unknown,,56.0,20.0,"virginia, united states",photon,Full-time,Mid-Senior level,,,,,,,,virginia,1712664738000.0
senior data engineer,Mid-Senior,Remote,,144.0,91.0,united states,revature,Full-time,Mid-Senior level,,,,,,,,united states,1712663509000.0
data analyst,Associate,Remote,,488.0,179.0,united states,insight global,Contract,Associate,,,,,,,,united states,1712666189000.0
data analyst,Associate,Remote,,457.0,195.0,united states,insight global,Contract,Associate,,,,,,,,united states,1712667663000.0
machine learning engineer,Unknown,Unknown,,112.0,33.0,"tampa, fl",nlb services,Contract,,,,,,,33602.0,12057.0,tampa,1712669519000.0
data analyst,Mid-Senior,Remote,78000.0,89.0,49.0,"jacksonville, fl",epitec,Contract,Mid-Senior level,45.0,,30.0,HOURLY,USD,32099.0,12031.0,jacksonville,1712669634000.0
"senior data engineer (azure, python, sql)",Mid-Senior,Unknown,,52.0,27.0,"boston, ma",selby jennings,Full-time,Mid-Senior level,,,,,,2108.0,25025.0,boston,1712669342000.0
big data engineer with aws (only w2 candidates),Unknown,Unknown,,184.0,49.0,"manhattan, ny",xyant services,Contract,,,,,,,,,manhattan,1712669850000.0
income and withholding tax data analyst,Associate,Unknown,68328.0,58.0,4.0,"minneapolis, mn",minnesota department of revenue,Full-time,Associate,39.06,,26.64,HOURLY,USD,55401.0,27053.0,minneapolis,1712669722000.0
"manager, data and analytics - supply chain",Mid-Senior,Unknown,112500.0,4.0,,"new york, ny",pvh corp.,Full-time,Mid-Senior level,120000.0,,105000.0,YEARLY,USD,10001.0,36061.0,new york,1712346269000.0
senior business intelligence analyst,Mid-Senior,Unknown,137500.0,129.0,35.0,"dana point, ca",alter behavioral health,Full-time,Mid-Senior level,150000.0,,125000.0,YEARLY,USD,92629.0,6059.0,dana point,1712347001000.0
senior manager analytics,Mid-Senior,Unknown,,8.0,1.0,"boston, ma",forsyth barnes,Full-time,Mid-Senior level,,,,,,2108.0,25025.0,boston,1712347745000.0
principal ai engineer (virtual),Unknown,Remote,,51.0,2.0,united states,metlife,Full-time,,,,,,,,,united states,1712347601000.0
"architect, machine learning, field cto",Mid-Senior,Unknown,150600.0,7.0,2.0,"atlanta, ga",snowflake,Full-time,Mid-Senior level,173200.0,,128000.0,YEARLY,USD,30303.0,13121.0,atlanta,1712275200000.0
sales data analyst/consultant,Entry Level,Unknown,,6.0,1.0,"west des moines, ia",athene,Full-time,Entry level,,,,,,50265.0,19153.0,west des moines,1712347799000.0
director of business intelligence,Director,Unknown,,23.0,2.0,"charlotte, nc",accruepartners,Full-time,Director,,,,,,28202.0,37119.0,charlotte,1712347836000.0
"sr. associate, revenue cycle analytics",Mid-Senior,Unknown,,5.0,,"chicago, il",oak street health,Full-time,Mid-Senior level,,,,,,60601.0,17031.0,chicago,1712347885000.0
business data analyst – foreign exchange,Unknown,Unknown,,79.0,12.0,"raleigh, nc",silicon valley bank,Full-time,,,,,,,27601.0,37183.0,raleigh,1712348609000.0
"senior data engineer (java, spring boot, aws)",Unknown,Unknown,,4.0,,"westlake, tx",fidelity investments,Full-time,,,,,,,76691.0,48309.0,westlake,1712534400000.0
data scientist or senior,Unknown,Remote,91650.0,17.0,6.0,united states,progressive insurance,Full-time,,113200.0,,70100.0,YEARLY,USD,,,united states,1712631698000.0
sr. data engineer,Mid-Senior,Remote,125000.0,11.0,2.0,"stamford, ct",lovesac,Full-time,Mid-Senior level,140000.0,,110000.0,YEARLY,USD,6901.0,9001.0,stamford,1712631817000.0
analyst - advanced analytics,Mid-Senior,Unknown,,38.0,16.0,"plano, tx",ally,Full-time,Mid-Senior level,,,,,,75023.0,48085.0,plano,1712631973000.0
principal data architect,Unknown,Remote,,5.0,,"addison, tx",servicenow,Full-time,,,,,,,75001.0,48113.0,addison,1712633281000.0
principal ai/ml data scientist,Mid-Senior,Unknown,247750.0,12.0,2.0,"san francisco, ca",cisco thousandeyes,Full-time,Mid-Senior level,322100.0,,173400.0,YEARLY,USD,94101.0,6075.0,san francisco,1712534400000.0
machine learning engineer,Entry Level,Unknown,167500.0,7.0,,"springfield, va",jobot,Full-time,Entry level,185000.0,,150000.0,YEARLY,USD,22150.0,51059.0,springfield,1712634341000.0
machine learning engineer,Unknown,Remote,,9.0,,united states,inspace proximity,Full-time,,,,,,,,,united states,1712635391000.0
data engineering analyst,Entry Level,Unknown,,31.0,8.0,"denver, co",horizontal talent,Contract,Entry level,,,,,,80202.0,8031.0,denver,1712534400000.0
"it project manager, enterprise analytics (87454br)",Mid-Senior,Unknown,,7.0,,"new haven, ct",yale university,Full-time,Mid-Senior level,,,,,,6510.0,9009.0,new haven,1712275200000.0
senior data engineer,Mid-Senior,Remote,,162.0,51.0,united states,op labs,Full-time,Mid-Senior level,,,,,,,,united states,1712275200000.0
data engineer ii - nbc sports next,Associate,Unknown,,27.0,7.0,"orlando, fl",nbc sports next,Full-time,Associate,,,,,,32801.0,12095.0,orlando,1712349478000.0
development data manager,Unknown,Unknown,,29.0,,"plymouth meeting, pa",for pete's sake ® cancer respite foundation,Full-time,,,,,,,19462.0,42091.0,plymouth meeting,1712349890000.0
senior business intelligence analyst,Mid-Senior,Unknown,,65.0,13.0,"dublin, oh",quantum health,Full-time,Mid-Senior level,,,,,,43016.0,,dublin,1712349130000.0
"ml engineer l5, llm application frameworks, machine learning platform",Unknown,Unknown,410000.0,191.0,19.0,"los gatos, ca",netflix,Full-time,,720000.0,,100000.0,YEARLY,USD,95030.0,6085.0,los gatos,1712349447000.0
data science/data engineering intern,Mid-Senior,Unknown,,19.0,8.0,"minnetonka, mn",trimble inc.,Internship,Mid-Senior level,,,,,,55345.0,27053.0,minnetonka,1712350057000.0
junior data scientist - python /modeling,Entry Level,Unknown,,72.0,12.0,"atlanta, ga",expert technical solutions,Full-time,Entry level,,,,,,30303.0,13121.0,atlanta,1712275200000.0
senior staff data scientist (remote),Mid-Senior,Remote,167500.0,62.0,8.0,"austin, tx",vericast,Full-time,Mid-Senior level,175000.0,,160000.0,YEARLY,USD,78701.0,48453.0,austin,1712350361000.0
sc resilience business & analytics lead,Unknown,Unknown,,19.0,2.0,"palm springs, ca",johnson & johnson,Full-time,,,,,,,92262.0,6065.0,palm springs,1712350562000.0
office/administration - data analyst lv3 #: 24-02340,Mid-Senior,Unknown,,29.0,7.0,"wayzata, mn",hiretalent - diversity staffing & recruiting firm,Contract,Mid-Senior level,,,,,,55391.0,27053.0,wayzata,1712188800000.0
domo data analyst (remote),Entry Level,Remote,100000.0,60.0,7.0,united states,talentify.io,Full-time,Entry level,,100000.0,,YEARLY,USD,,,united states,1712275200000.0
data analyst,Mid-Senior,Unknown,89440.0,617.0,88.0,"austin, tx",mindlance,Contract,Mid-Senior level,46.0,,40.0,HOURLY,USD,78701.0,48453.0,austin,1712361974000.0
assistant teaching professor in business information & analytics,Entry Level,Unknown,70000.0,10.0,,"denver, co",university of denver,Full-time,Entry level,75000.0,,65000.0,YEARLY,USD,80202.0,8031.0,denver,1712361108000.0
planning analytics manager,Mid-Senior,Remote,128564.8,33.0,4.0,united states,vertisystem,Contract,Mid-Senior level,,61.81,,HOURLY,USD,,,united states,1712364653000.0
data engineer,Mid-Senior,Unknown,,21.0,5.0,"anchorage, ak",the hawk group,Full-time,Mid-Senior level,,,,,,99501.0,2020.0,anchorage,1712364456000.0
senior analyst it business analytics retail marketing,Mid-Senior,Unknown,,7.0,,"tampa, fl",ashley furniture industries,Full-time,Mid-Senior level,,,,,,33602.0,12057.0,tampa,1712275200000.0
director of business intelligence,Director,Unknown,,12.0,,"charlotte, nc",accruepartners,Full-time,Director,,,,,,28202.0,37119.0,charlotte,1712369454000.0
director of business intelligence,Director,Unknown,,13.0,1.0,"charlotte, nc",accruepartners,Full-time,Director,,,,,,28202.0,37119.0,charlotte,1712369439000.0
senior ai engineer,Mid-Senior,Unknown,,18.0,4.0,"chicago, il",william blair,Full-time,Mid-Senior level,,,,,,60601.0,17031.0,chicago,1712275200000.0
volunteer: data architect,Associate,Unknown,,8.0,,"spokane, wa",volunteermatch,Volunteer,Associate,,,,,,99201.0,53063.0,spokane,1712370499000.0
"manager, geospatial data analytics program development - albuquerque (onsite)",Unknown,Unknown,,10.0,,"albuquerque, nm",sandia national laboratories,Full-time,,,,,,,87101.0,35001.0,albuquerque,1712371076000.0
volunteer: data engineer,Associate,Unknown,,10.0,,"spokane, wa",volunteermatch,Volunteer,Associate,,,,,,99201.0,53063.0,spokane,1712370503000.0
volunteer: data scientist,Associate,Unknown,,6.0,1.0,"spokane, wa",volunteermatch,Volunteer,Associate,,,,,,99201.0,53063.0,spokane,1712370503000.0
data scientist - clearance required with security clearance,Entry Level,Unknown,,10.0,,"quantico, va",clearancejobs,Full-time,Entry level,,,,,,22134.0,51153.0,quantico,1712188800000.0
governance and analytics sr. analyst,Mid-Senior,Unknown,,11.0,1.0,"auburn hills, mi",comerica bank,Full-time,Mid-Senior level,,,,,,48326.0,,auburn hills,1712373280000.0
trader - data scientist,Mid-Senior,Unknown,,17.0,2.0,"chicago, il","cps, inc.",Full-time,Mid-Senior level,,,,,,60601.0,17031.0,chicago,1712275200000.0
"analyst/sr analyst, contact center - analytics",Unknown,Unknown,,808.0,16.0,"dallas, tx",american airlines,Full-time,,,,,,,75201.0,48113.0,dallas,1712275200000.0
intern analytics summer 2024 | virtual,Unknown,Remote,,144.0,44.0,united states,forvis,Internship,,,,,,,,,united states,1712372226000.0
"manager, merchandise analytics",Mid-Senior,Unknown,,7.0,,"tempe, az",circle k,Full-time,Mid-Senior level,,,,,,85281.0,4013.0,tempe,1712275200000.0
senior lead independent testing officer - customer remediation analytics & data testing,Mid-Senior,Unknown,,7.0,,"tempe, az",wells fargo,Full-time,Mid-Senior level,,,,,,85281.0,4013.0,tempe,1712373963000.0
senior lead independent testing officer - customer remediation analytics & data testing,Mid-Senior,Unknown,,6.0,,"charlotte, nc",wells fargo,Full-time,Mid-Senior level,,,,,,28202.0,37119.0,charlotte,1712373960000.0
"senior analyst, supply chain analytics",Associate,Unknown,,7.0,,"solon, oh",nestlé,Full-time,Associate,,,,,,44139.0,39035.0,solon,1712373414000.0
senior lead independent testing officer - customer remediation analytics & data testing,Mid-Senior,Unknown,,6.0,,"west des moines, ia",wells fargo,Full-time,Mid-Senior level,,,,,,50265.0,19153.0,west des moines,1712373960000.0
senior lead independent testing officer - customer remediation analytics & data testing,Mid-Senior,Unknown,,6.0,,"minneapolis, mn",wells fargo,Full-time,Mid-Senior level,,,,,,55401.0,27053.0,minneapolis,1712373959000.0
sr analyst hr systems & analytics,Unknown,Unknown,90000.0,11.0,2.0,"white plains, ny",webster bank,Full-time,,100000.0,,80000.0,YEARLY,USD,10601.0,36119.0,white plains,1712275200000.0
"managing director, financial analytics",Unknown,Unknown,170000.0,6.0,,"waterbury, ct",webster bank,Full-time,,180000.0,,160000.0,YEARLY,USD,6701.0,9009.0,waterbury,1712275200000.0
"software engineer, machine learning",Entry Level,Unknown,184000.0,15.0,3.0,"sunnyvale, ca","niantic, inc.",Full-time,Entry level,194000.0,,174000.0,YEARLY,USD,94085.0,,sunnyvale,1712636321000.0
"software engineer, machine learning",Entry Level,Unknown,184000.0,61.0,8.0,"san francisco, ca","niantic, inc.",Full-time,Entry level,194000.0,,174000.0,YEARLY,USD,94101.0,6075.0,san francisco,1712636321000.0
manager people data & analytics,Mid-Senior,Unknown,150000.0,23.0,4.0,"denver, co",anglogold ashanti,Full-time,Mid-Senior level,160000.0,,140000.0,YEARLY,USD,80202.0,8031.0,denver,1712637039000.0
program director value-based care analytics,Director,Unknown,153088.0,6.0,,"vancouver, wa",peacehealth,Full-time,Director,88.32,,58.88,HOURLY,USD,98660.0,53011.0,vancouver,1712637189000.0
data analytics lead,Unknown,Unknown,101960.0,20.0,2.0,"fort myers, fl",gartner,Full-time,,115920.0,,88000.0,YEARLY,USD,33900.0,,fort myers,1712636698000.0
